source_name,source_username,expert_units_net,expert_record_win,expert_record_loss,expert_record_push,market_type,bet_label,line,odds,stake_units,units_type,prop_name,notes,game_id,league,pick_id,expert_id,created_at,updated_at,scraped_at,source_url,unique_key
Doug Ziefel,Dziefel7,7.34,116,127,1,ml,J.Smith-Njigba First Touchdown Scorer Yes,0,750,0.1,unit,First Touchdown Scorer,Boost,284635,nfl,531828958,192808,2026-02-05T14:00:58.808Z,2026-02-05T14:00:58.808Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,f45d1200a9e75b58785010b0b77325227ae59cd5bc4ed6b477f2bef21cf2ad40
Doug Ziefel,Dziefel7,7.34,116,127,1,unknown,Total First Downs Under 39.5,-110,-130,0.65,unit,Custom Picks,,284635,nfl,531829391,192808,2026-02-05T14:05:52.849Z,2026-02-05T14:05:52.849Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,fab45508ab8c84c5a6389430849b807103d5491a3f16e406a3d89736e3f5029e
Doug Ziefel,Dziefel7,7.34,116,127,1,total,G.Holani o1.5 Recs,1.5,-135,0.68,unit,Recs,,284635,nfl,531829487,192808,2026-02-05T14:06:22.529Z,2026-02-05T14:06:22.529Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,dd323f95ee98f506292ba53ae57b411e916b93d540f2ead415e98026f4644e4a
Doug Ziefel,Dziefel7,7.34,116,127,1,total,R.Stevenson u52.5 Rush Yds,52.5,-115,0.58,unit,Rush Yds,,284635,nfl,530432922,192808,2026-01-26T17:54:42.891Z,2026-01-26T17:54:42.891Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,5f68d4abf0d77d458b43713048a8a91463678105e1f3599a244e728723ddf7de
Doug Ziefel,Dziefel7,7.34,116,127,1,unknown,Patriots 1st drive to not cross 50 yard line,-110,130,0.38,unit,Custom Picks,,284635,nfl,531832532,192808,2026-02-05T14:41:49.487Z,2026-02-05T14:41:49.486Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,a751f51ec4d317b0dc7041e29f3a04d8a537afa852d62bcc04d858a1669910e6
Doug Ziefel,Dziefel7,7.34,116,127,1,total,R.Stevenson u14.5 Rush Att,14.5,-105,0.53,unit,Rush Att,,284635,nfl,531717336,192808,2026-02-04T19:59:43.972Z,2026-02-04T19:59:43.972Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,03d9efe352a5961f246446c3531a406391ac80e3677716552803187413338ea6
Doug Ziefel,Dziefel7,7.34,116,127,1,total,D.Maye o219.5 Pass Yds,219.5,104,0.48,unit,Pass Yds,,284635,nfl,531718923,192808,2026-02-04T20:13:43.484Z,2026-02-04T20:13:43.484Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,140bd2786dd51fe4cf657710be315dcd4730154d992f042f467fc96466fad375
Doug Ziefel,Dziefel7,7.34,116,127,1,unknown,Under 8.5 (1Q),8.5,-135,0.68,unit,,,284635,nfl,531717709,192808,2026-02-04T20:03:14.852Z,2026-02-04T20:03:14.852Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,01475445ba5b5ed8f1e173afa48802564fca47c30ce7d6a0e423f24898981ad8
Doug Ziefel,Dziefel7,7.34,116,127,1,total,S.Darnold u6.5 Rush Yds,6.5,-115,0.58,unit,Rush Yds,,284635,nfl,531719059,192808,2026-02-04T20:14:38.422Z,2026-02-04T20:14:38.422Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,0b2b13c9074805441fd5e49662fa9d8ae7926d73bef23f128e33fe8493063136
Doug Ziefel,Dziefel7,7.34,116,127,1,total,J.Smith-Njigba o0.5 Rush Yds,0.5,280,0.18,unit,Rush Yds,,284635,nfl,531719166,192808,2026-02-04T20:15:32.186Z,2026-02-04T20:15:32.186Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,ac8b9ffc2bd2a6323e2c191af113c5b918783e744d4cf0c96a7775c8a0a333d0
Doug Ziefel,Dziefel7,7.34,116,127,1,unknown,R.Stevenson 30+ Receiving Yards Yes,30,155,0.32,unit,30+ Receiving Yards,,284635,nfl,531719310,192808,2026-02-04T20:16:38.154Z,2026-02-04T20:16:38.154Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,58909b0946b8c984bb7964ab5ea884269184c7ee649f864250379b4a965b92d0
Doug Ziefel,Dziefel7,7.34,116,127,1,total,M.Hollins u2.5 Recs,2.5,-150,0.75,unit,Recs,,284635,nfl,531719366,192808,2026-02-04T20:17:09.278Z,2026-02-04T20:17:09.278Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,98bfbf2810421c5c62e9ddd7b4a4f07630e298d233a96ae29dab53f06cd37351
Doug Ziefel,Dziefel7,7.34,116,127,1,total,T.Henderson o2.5 Rec Yds,2.5,-125,0.63,unit,Rec Yds,,284635,nfl,531720696,192808,2026-02-04T20:27:13.737Z,2026-02-04T20:27:13.736Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,093e59f4ad81e5630b513608daec0a4ad6197befe07aeadfebed64758068a68b
Doug Ziefel,Dziefel7,7.34,116,127,1,unknown,Drake Maye -1.5 Pass Attempts vs Darnold,-110,100,0.5,unit,Custom Picks,,284635,nfl,531723147,192808,2026-02-04T20:46:25.838Z,2026-02-04T20:46:25.838Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,3de4d1a279b02155145d2d0aea6dece9dfc38cf2ebd9efe32826e8c670dc628d
Doug Ziefel,Dziefel7,7.34,116,127,1,unknown,Total FG yardage over 127.5,-110,-118,0.59,unit,Custom Picks,,284635,nfl,531724672,192808,2026-02-04T20:57:32.588Z,2026-02-04T20:57:32.588Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,841732bcfa91476251cddb88f736e2650d818d1d41f267fd3c0f1fa56f5bede2
Doug Ziefel,Dziefel7,7.34,116,127,1,unknown,Over 7.5 Punts,-110,100,0.5,unit,Custom Picks,,284635,nfl,531725464,192808,2026-02-04T21:02:38.664Z,2026-02-04T21:02:38.664Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,223adec5446c889f07addf7576b6567f0173a45e5c178bc2b6980684fea1bd28
Doug Ziefel,Dziefel7,7.34,116,127,1,unknown,Under 18.5 1Q receiving yards,-110,-107,0.54,unit,Custom Picks,,284635,nfl,531727457,192808,2026-02-04T21:15:07.841Z,2026-02-04T21:15:07.841Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,499f2e7e9116a8a57534324418febc6ed0cb4ed2e5fe2b827f48a0abf8fac9f9
Doug Ziefel,Dziefel7,7.34,116,127,1,total,S.Darnold o39.5 Longest Completion,39.5,142,0.35,unit,Longest Completion,,284635,nfl,531728959,192808,2026-02-04T21:26:06.460Z,2026-02-04T21:26:06.460Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,291973bb61e94c2c84caa4a5b744f86f87db4967c656b7906fdbec1c47f6b9a6
Doug Ziefel,Dziefel7,7.34,116,127,1,unknown,Either team to attempt a 2-point conversion - NO,-110,-175,0.88,unit,Custom Picks,,284635,nfl,531733525,192808,2026-02-04T21:54:50.990Z,2026-02-04T21:54:50.990Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,459ba10667008cb8c81a466568278fc22c0c44fe7158d82046f3564be9665eac
Doug Ziefel,Dziefel7,7.34,116,127,1,unknown,Under 17.5 (1H),17.5,173,0.29,unit,,,284635,nfl,531737356,192808,2026-02-04T22:15:10.266Z,2026-02-04T22:15:10.266Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,2e7b9fa00ee1f483912de84c460039eced116b71ea3305a27ba7a209f08a2fc5
Doug Ziefel,Dziefel7,7.34,116,127,1,unknown,George Holani Most Rushing Yards,-110,6000,0.1,unit,Custom Picks,,284635,nfl,531739128,192808,2026-02-04T22:23:36.908Z,2026-02-04T22:23:36.908Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,9edb257d53956459e1490e05b3f26f1375da6dab6faa0780e9001023e958f7ba
Mike Ianniello,Ianniello21,-75.30080000000001,10,18,0,total,K.Walker o20.5 Rec Yds,20.5,-105,10,unit,Rec Yds,,284635,nfl,530585630,194172,2026-01-27T22:38:44.545Z,2026-01-27T22:38:44.545Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,4f9b30e79bbc4fa5357a95918fb85c26533e5d3c1b0d0d99af019853d7b72f5f
Mike Ianniello,Ianniello21,-75.30080000000001,10,18,0,total,H.Henry o37.5 Rec Yds,37.5,-110,10,unit,Rec Yds,,284635,nfl,530585764,194172,2026-01-27T22:39:18.668Z,2026-01-27T22:39:18.668Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,f2a16398f141000277dc71407e4973e5466bf14218aee7a7176be3e638429d84
John Lanfranca,JohnnyLFootball,-1.8800000000000003,5,6,0,unknown,Under 45.5,45.5,-110,1.1,unit,,,284635,nfl,531943886,197145,2026-02-06T12:18:44.360Z,2026-02-06T12:18:44.360Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,ef2f17a51aa28217bb79e42de685380ab5dddde2b069ae27ee272cac2044e56c
Ryan Minion,VegasMinion,-38.76490000000001,210,256,5,ml,J.Smith-Njigba Anytime TD Scorer Yes,0,-110,1.1,money,Anytime TD Scorer,,284635,nfl,531555928,284665,2026-02-03T16:59:15.273Z,2026-02-03T16:59:15.273Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,800e285b1d8a26f8ea2f6141a3d85790eb95ed1501ebf6429dd2f99e093c20ad
Ryan Minion,VegasMinion,-38.76490000000001,210,256,5,ml,J.Smith-Njigba 2+ TDs Yes,0,600,0.5,money,2+ TDs,,284635,nfl,531555978,284665,2026-02-03T16:59:44.817Z,2026-02-03T16:59:44.817Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,be9d78c7bf07d659c57d11efbcf1c25afada73631533c0bf6f5f9ec2cfedf288
Ryan Minion,VegasMinion,-38.76490000000001,210,256,5,total,T.Henderson o0.5 Recs,0.5,-140,1.4,money,Recs,,284635,nfl,530451353,284665,2026-01-26T20:49:47.058Z,2026-01-26T20:49:47.058Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,09bd48d74eeaca637d6139422fcb2a07d4c836aa030b62447bef2f2005a21f25
Ryan Minion,VegasMinion,-38.76490000000001,210,256,5,unknown,SEA -4,-4,-115,3,money,,Seahawks  💣 💣 ,284635,nfl,531480134,284665,2026-02-02T23:02:03.694Z,2026-02-02T23:02:03.694Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,f41adeeda4aa01ce52cd3b26dcbed9f073ce506d8266d212c79bb8509dc5b142
Ryan Minion,VegasMinion,-38.76490000000001,210,256,5,unknown,SEA -4,-4,-118,1.18,money,,,284635,nfl,530397336,284665,2026-01-26T03:42:41.882Z,2026-01-26T03:42:41.881Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,fece9db39a249c5d0cde25dc0692a1c0eaca082a6604940ed89605ea9ecada19
Ryan Minion,VegasMinion,-38.76490000000001,210,256,5,unknown,SEA -225,-225,-225,3,money,,,284635,nfl,530397360,284665,2026-01-26T03:43:00.258Z,2026-01-26T03:43:00.258Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,ae86b8b77b5baa9501a21a5d004de367ab2a982f899e26c7a19205d7b0f47b57
Grant Neiffer,gneiffer07,-0.08999999999999994,5,11,0,total,S.Darnold o29.5 Pass Att,29.5,102,1,unit,Pass Att,,284635,nfl,530725218,335455,2026-01-28T21:18:25.406Z,2026-01-28T21:18:25.406Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,640eb44fa5297ce9a4b04a270b8889b69b47cfcb9d37306965505d62b9f5f2b7
Grant Neiffer,gneiffer07,-0.08999999999999994,5,11,0,unknown,Tails Coin Toss Outcome,0,-100,0.5,unit,Coin Toss Outcome,,284635,nfl,531598253,335455,2026-02-03T22:35:46.693Z,2026-02-03T22:35:46.693Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,7efe097c2688d535250dd37964a057870e2656e773939fc85b4f018c51dc5c32
Grant Neiffer,gneiffer07,-0.08999999999999994,5,11,0,unknown,SEA -4.5,-4.5,-110,1.1,unit,,,284635,nfl,531598046,335455,2026-02-03T22:34:48.846Z,2026-02-03T22:34:48.846Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,5eed1ceb1493ef77ed6592a491f680f1e6d8c07dd90562712c0f39b75385a528
Grant Neiffer,gneiffer07,-0.08999999999999994,5,11,0,total,K.Walker o2.5 Recs,2.5,-125,1.25,unit,Recs,,284635,nfl,531598147,335455,2026-02-03T22:35:20.372Z,2026-02-03T22:35:20.372Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,fe52f5cdc86244fe873d78b07011646fb36e832d4fd567f40459791fdf67c6ed
Grant Neiffer,gneiffer07,-0.08999999999999994,5,11,0,total,H.Henry o38.5 Rec Yds,38.5,-110,1.1,unit,Rec Yds,,284635,nfl,531453161,335455,2026-02-02T19:17:33.957Z,2026-02-02T19:17:33.957Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,e063321c6435afa03d99612273a951ee6a968eea844776e4965c0888c1bbcd85
Sandy Plashkes,sandyplashkes,-12.271799999999999,79,84,4,total,D.Maye o222.5 Pass Yds,222.5,-116,1.74,unit,Pass Yds,,284635,nfl,530562966,707137,2026-01-27T20:18:28.761Z,2026-01-27T20:18:28.761Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,dec6baf4663c46bc66d07bf22569da55b956869c966e65b7832f5252114114fc
Sandy Plashkes,sandyplashkes,-12.271799999999999,79,84,4,props,NE o20.5,20.5,-104,3,unit,,,284635,nfl,531865855,707137,2026-02-05T21:04:11.046Z,2026-02-05T21:04:11.046Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,bbc170b75ab3ddc2264176136c9b5ffa19505353a145928c4a4685f068ec2023
Sandy Plashkes,sandyplashkes,-12.271799999999999,79,84,4,total,C.Kupp o3.5 Recs,3.5,130,1,unit,Recs,,284635,nfl,531878054,707137,2026-02-05T22:26:08.940Z,2026-02-05T22:26:08.940Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,a9ab4ca12eea587fafec73ef987c5f9505f691826715007ee5a7312415e84573
Sandy Plashkes,sandyplashkes,-12.271799999999999,79,84,4,total,M.Hollins o26.5 Rec Yds,26.5,-115,1.15,unit,Rec Yds,,284635,nfl,531955386,707137,2026-02-06T15:56:59.669Z,2026-02-06T15:56:59.669Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,67f03ee7821b9556aaa62f862d9a7cca1eed05bfe75de3b46d5dff97c1d375c2
Sandy Plashkes,sandyplashkes,-12.271799999999999,79,84,4,total,A.Barner o24.5 Rec Yds,24.5,-116,1.16,unit,Rec Yds,,284635,nfl,531955466,707137,2026-02-06T15:58:01.563Z,2026-02-06T15:58:01.563Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,149c4f5488b472f85a1448a925be5e7977e87fb73f3fdd4bda269db40dfdecea
Prop Bomb 🏝,PropBomb,-5.289999999999999,3,7,0,total,S.Diggs u18.5 Longest Reception,18.5,-122,1.22,unit,Longest Reception,"Through three playoff games, Stefon Diggs has seen his role in the offense compressed to a short-area outlet as Drake Maye has faced consistent pressure. Diggs’ aDOT has been just 5.5 yards in the playoffs, a significant reduction from his 8.7-yard aDOT during the regular season. 81.3% of his targets during the playoffs have come within 10 yards of the line of scrimmage compared to 68% during the regular season, and he has just one target of 20+ yards.

Diggs led the Patriots with a 16.5% target share when Maye was pressured during the regular season, and he’s done the same with a 25% target share under pressure through the three playoff games. However, he has just a 15.3% air-yard share on those looks as his volume has come closer to the line of scrimmage.

The Seahawks have funneled targets underneath all season, allowing the 3rd-lowest catch rate (42%) and fewest YPRR (1.90) on 10+ yard throws, while forcing the 2nd-most targets within 10 yards of the line of scrimmage (383) during the regular season. Combined with their elite pressure rate without blitzing, that leads directly into Diggs continuing to see those short targets he’s seen all year.

Diggs has posted long receptions of 9, 14, and 6 yards during the playoffs. I’m betting this usage profile continues in a matchup that has consistently suppressed downfield efficiency. #PlayerProps",284635,nfl,530587485,754387,2026-01-27T22:46:34.266Z,2026-01-27T22:46:34.266Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,ec7fe24598aef6513f25746be52ff5acd82299ed8addc87b4bbf44f3a7eb104f
Brandon Anderson,wheatonbrando,-1.7773000000000003,17,56,3,unknown,Either team defensive or special teams TD,-110,265,0.5,unit,Custom Picks,"I always bet on a defensive touchdown in the Super Bowl.

Year after year, regardless of the teams playing or any matchup on the board, this is a blind bet. The odds are just never priced correctly.

This year, the bet feels even better.

Seattle's defense has been one of the best in the NFL all season, aggressive from the jump and constantly forcing plays. But Seattle's offense has been sloppy, ranking second in the league in giveaways, and that could give New England's defense a chance for a big play too.

The Patriots scored two defensive touchdowns in the regular season, then another in the playoffs — two of them by CB Marcus Jones, who moonlights as the current best punt returner in NFL history. Seattle had three defensive TDs, too.

And while this isn't necessarily a special teams angle, it should be noted that Seattle had one of the best special teams units all season and added five special teams TDs as well, while the Patriots scored three special teams TDs themselves.

So how do we bet it?

Be careful, and pay attention to the details — and always shop around for long-shot lines like these.

At FanDuel, we can bet on a Seattle Defense anytime touchdown at +550, which at first glance looks much better than what appears to be the same bet at DraftKings priced at +400. Ditto with New England at +850 and +500, respectively. But at FanDuel, we're betting only a defensive score. At DraftKings we're betting D/ST, which means we get special teams scores too.

This isn't a special teams specific angle, but Seattle has scored five special teams TDs already this season and New England has three. We've already seen 13 special teams TDs in the Super Bowl, including eight the last three decades. We want those extra outs.

If you want to just keep things simple and clean, you can bet on either team to score a defensive or special teams touchdown at +265 at Circa. That's an implied 27.4%, compared to the Super Bowl history of 36 D/ST touchdowns in 59 Super bowls, implying a 61% chance of a score.

That's pretty clear and definite value — though you can bet No D/ST touchdown at -320 instead, if you think this is all a bunch of baloney.

But we can bet even smarter.

The defense has scored 23 touchdowns in Super Bowl history, and all but three of them came from the winning team.

Makes sense, right? In a game between two of the league's best teams, with a game often priced closed to a coin flip, one weird bounce of an oblong ball and an unexpected free seven points have a huge change of swinging the game in either direction.

It's no coincidence that the Chiefs won the Super Bowl with their defensive TD but lost to the Eagles when Philly pulled off the feat.

The winning Super Bowl team has scored a defensive touchdown in a whopping 17-of-59 Super Bowls. That's over 29% of the time, more than once every four Super Bowls, and that's not even counting special teams!

If you cut out the unlikely scenario of a defensive score in a losing effort, we can really zero in on value by placing two SGP bets:

Seahawks D/ST anytime TD & Seahawks ML (+833, theScore)
Patriots D/ST anytime TD & Patriots ML (+2703, theScore)
And yes, we're playing both angles! We hit this exact bet last season with Cooper DeJean and Philly at +850!

These defensive scores are unpredictable and can swing the game. Even if you like the favored Seahawks, don't you like them a whole lot less if you know Sam Darnold throws a pick-six? A surprise D/ST score is a great way for an underdog to steal the game.

Playing both angles together gives us combined implied odds of +600, or about 14.3%, and that's a huge edge on Super Bowl history.

But if a defensive player does score a touchdown … could he also win Super Bowl MVP?",284635,nfl,531867076,773591,2026-02-05T21:13:16.143Z,2026-02-05T21:13:16.143Z,2026-02-06T19:38:15+00:00,https://www.actionnetwork.com/_next/data/gTrZYK5vb77eiGJDZHqrW/nfl-game/seahawks-patriots-score-odds-february-8-2026/284635.json?league=nfl-game&slug=seahawks-patriots-score-odds-february-8-2026&gameId=284635,28fa87c15c869e64ba763f004aefc5a4d1d8dac32ccae099ba31f1d5c0d1f42b
